onset	duration	BIDS_Subject	BIDS_Session	Run	SubTrial	Condition	Stimulus.ACC	ResponseCheck	Result	stimrt	Cue.OnsetTime	Cue.Duration	Fix.OnsetTime	Fix.Duration	Probe.Duration	Feedback.OnsetTime	Feedback.Duration
n/a	n/a	sub-22	ses-2	1	24.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	138.33	2.0	140.33	2.0	260.0	142.638	1.69
n/a	n/a	sub-22	ses-2	1	25.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	144.343	2.0	146.343	2.0	260.0	148.651	1.69
n/a	n/a	sub-22	ses-2	1	26.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	150.356	2.0	152.356	2.0	260.0	154.664	1.69
n/a	n/a	sub-22	ses-2	1	27.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	156.369	2.0	158.369	2.0	260.0	160.677	1.69
n/a	n/a	sub-22	ses-2	1	28.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	162.383	2.0	164.383	2.0	260.0	166.691	1.69
n/a	n/a	sub-22	ses-2	1	29.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	168.396	2.0	170.396	2.0	260.0	172.704	1.69
n/a	n/a	sub-22	ses-2	1	30.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	174.409	2.0	176.409	2.0	260.0	178.717	1.69
n/a	n/a	sub-22	ses-2	1	31.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	180.422	2.0	182.422	2.0	260.0	184.73	1.69
n/a	n/a	sub-22	ses-2	1	32.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	186.435	2.0	188.435	2.0	260.0	190.743	1.69
n/a	n/a	sub-22	ses-2	1	33.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	192.448	2.0	194.448	2.0	260.0	196.756	1.69
n/a	n/a	sub-22	ses-2	1	34.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	198.461	2.0	200.461	2.0	260.0	202.769	1.69
n/a	n/a	sub-22	ses-2	1	35.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	204.474	2.0	206.474	2.0	260.0	208.782	1.69
n/a	n/a	sub-22	ses-2	1	36.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	210.487	2.0	212.487	2.0	260.0	214.795	1.69
n/a	n/a	sub-22	ses-2	1	37.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	216.5	2.0	218.5	2.0	260.0	220.808	1.69
n/a	n/a	sub-22	ses-2	1	38.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	222.513	2.0	224.513	2.0	260.0	226.821	1.69
n/a	n/a	sub-22	ses-2	1	39.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	228.526	2.0	230.526	2.0	260.0	232.834	1.69
n/a	n/a	sub-22	ses-2	1	40.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	234.539	2.0	236.539	2.0	260.0	238.847	1.69
n/a	n/a	sub-22	ses-2	1	41.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	240.552	2.0	242.552	2.0	260.0	244.86	1.69
n/a	n/a	sub-22	ses-2	1	42.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	246.565	2.0	248.565	2.0	260.0	250.873	1.69
n/a	n/a	sub-22	ses-2	1	43.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	252.578	2.0	254.578	2.0	260.0	256.886	1.69
n/a	n/a	sub-22	ses-2	1	44.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	258.592	2.0	260.592	2.0	260.0	262.9	1.69
n/a	n/a	sub-22	ses-2	1	45.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	264.605	2.0	266.605	2.0	260.0	268.913	1.69
n/a	n/a	sub-22	ses-2	1	46.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	270.618	2.0	272.618	2.0	260.0	274.926	1.69
n/a	n/a	sub-22	ses-2	1	47.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	276.631	2.0	278.631	2.0	260.0	280.939	1.69
n/a	n/a	sub-22	ses-2	1	48.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	282.644	2.0	284.644	2.0	260.0	286.952	1.69
n/a	n/a	sub-22	ses-2	1	49.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	288.657	2.0	290.657	2.0	260.0	292.965	1.69
n/a	n/a	sub-22	ses-2	1	50.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	294.67	2.0	296.67	2.0	260.0	298.978	1.69
n/a	n/a	sub-22	ses-2	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	228.9835376554015	n/a	1.6877699274198728
